epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,3722.23,0.60792,0.43586,0.94086,0.92988,0.74272,0.8198,0.68661,0.51551,0.42828,0.88568,0.00018021,0.00018021,0.00018021
123,3752.59,0.60646,0.42953,0.93587,0.91965,0.7417,0.8128,0.68227,0.51581,0.42711,0.88176,0.00017922,0.00017922,0.00017922
124,3783.09,0.59954,0.4286,0.94016,0.94788,0.72207,0.82122,0.68251,0.52417,0.42548,0.88136,0.00017823,0.00017823,0.00017823
125,3812.7,0.61662,0.43901,0.94469,0.92132,0.74155,0.81901,0.68476,0.51611,0.41732,0.89385,0.00017724,0.00017724,0.00017724
126,3844.08,0.59431,0.42126,0.93912,0.90692,0.74856,0.81941,0.68854,0.53339,0.42542,0.89321,0.00017625,0.00017625,0.00017625
127,3875.13,0.60864,0.44128,0.94203,0.92617,0.73282,0.82888,0.69385,0.52609,0.41685,0.89725,0.00017526,0.00017526,0.00017526
128,3905.57,0.61632,0.44355,0.94275,0.87508,0.76227,0.82096,0.69574,0.50033,0.40773,0.88349,0.00017427,0.00017427,0.00017427
129,3936.28,0.60187,0.42592,0.93656,0.93354,0.73345,0.8149,0.68937,0.50816,0.41741,0.88958,0.00017328,0.00017328,0.00017328
130,3966.26,0.60126,0.42783,0.93799,0.91682,0.74269,0.81827,0.68894,0.50661,0.41402,0.89582,0.00017229,0.00017229,0.00017229
131,3996.26,0.59855,0.42904,0.93289,0.93301,0.73202,0.82579,0.69394,0.51284,0.41972,0.88974,0.0001713,0.0001713,0.0001713
132,4026.04,0.5922,0.41736,0.93356,0.94753,0.73157,0.82676,0.6922,0.5266,0.41953,0.89206,0.00017031,0.00017031,0.00017031
133,4056.37,0.5927,0.41866,0.94548,0.93618,0.74277,0.82381,0.69725,0.50136,0.41388,0.8849,0.00016932,0.00016932,0.00016932
134,4087.47,0.60549,0.42893,0.94379,0.94864,0.74406,0.81626,0.68433,0.52065,0.42238,0.88592,0.00016833,0.00016833,0.00016833
135,4117.72,0.59934,0.42833,0.94412,0.92735,0.74999,0.82242,0.69576,0.49184,0.41932,0.87031,0.00016734,0.00016734,0.00016734
136,4147.4,0.5894,0.42215,0.93767,0.93397,0.75393,0.81617,0.69066,0.5024,0.41551,0.88238,0.00016635,0.00016635,0.00016635
137,4177.03,0.59925,0.42938,0.93511,0.95169,0.73346,0.81714,0.6933,0.5027,0.41681,0.88112,0.00016536,0.00016536,0.00016536
138,4206.69,0.59351,0.42543,0.93608,0.92123,0.74247,0.81166,0.68525,0.50255,0.42047,0.88298,0.00016437,0.00016437,0.00016437
139,4236.11,0.57393,0.40498,0.92306,0.92729,0.7397,0.81599,0.68755,0.50351,0.4196,0.88733,0.00016338,0.00016338,0.00016338
140,4265.8,0.59511,0.42738,0.93274,0.93153,0.74698,0.82095,0.69078,0.5053,0.4085,0.87839,0.00016239,0.00016239,0.00016239
141,4295.71,0.5822,0.41023,0.93183,0.94325,0.73678,0.8163,0.69271,0.48824,0.41724,0.87073,0.0001614,0.0001614,0.0001614
142,4325.65,0.58748,0.41683,0.9381,0.95232,0.73166,0.81855,0.69091,0.51891,0.4291,0.88384,0.00016041,0.00016041,0.00016041
143,4355.57,0.58475,0.41552,0.9363,0.94407,0.73729,0.82187,0.6924,0.5122,0.4132,0.88971,0.00015942,0.00015942,0.00015942
144,4385.46,0.58756,0.41593,0.9369,0.91849,0.75588,0.82281,0.69727,0.50831,0.41889,0.89557,0.00015843,0.00015843,0.00015843
145,4417.14,0.60409,0.41862,0.93856,0.93387,0.74527,0.82293,0.69636,0.51966,0.42317,0.89236,0.00015744,0.00015744,0.00015744
146,4446.89,0.57819,0.40514,0.92937,0.93352,0.74223,0.8245,0.69888,0.49789,0.41123,0.88596,0.00015645,0.00015645,0.00015645
147,4477.57,0.58122,0.40519,0.93237,0.9509,0.73491,0.81633,0.69201,0.4827,0.4124,0.87665,0.00015546,0.00015546,0.00015546
148,4508.31,0.58287,0.40397,0.92902,0.94149,0.73648,0.82276,0.69564,0.52215,0.41561,0.88379,0.00015447,0.00015447,0.00015447
149,4537.99,0.60055,0.41364,0.92997,0.93399,0.73564,0.8178,0.69361,0.50454,0.41656,0.87678,0.00015348,0.00015348,0.00015348
150,4567.12,0.56219,0.39703,0.91597,0.89901,0.76119,0.8201,0.68661,0.51362,0.41781,0.88938,0.00015249,0.00015249,0.00015249
151,4597.23,0.58737,0.40646,0.93506,0.9165,0.74882,0.82166,0.694,0.50091,0.40467,0.88833,0.0001515,0.0001515,0.0001515
152,4626.72,0.56867,0.40495,0.92582,0.92418,0.74256,0.82053,0.69713,0.50278,0.39748,0.89162,0.00015051,0.00015051,0.00015051
153,4656.68,0.58333,0.41048,0.93143,0.94128,0.73688,0.81952,0.69202,0.50999,0.40298,0.89458,0.00014952,0.00014952,0.00014952
154,4685.62,0.57517,0.40564,0.92718,0.92586,0.73914,0.8234,0.70224,0.50598,0.39658,0.89367,0.00014853,0.00014853,0.00014853
155,4714.97,0.57044,0.39665,0.92437,0.93624,0.74035,0.82096,0.69891,0.50299,0.40145,0.89225,0.00014754,0.00014754,0.00014754
156,4744.92,0.58804,0.40861,0.93228,0.93535,0.74368,0.82489,0.70278,0.49202,0.42191,0.88692,0.00014655,0.00014655,0.00014655
157,4774.82,0.57463,0.39969,0.92783,0.90662,0.75686,0.82323,0.70308,0.49741,0.40863,0.88986,0.00014556,0.00014556,0.00014556
158,4804.93,0.57788,0.39873,0.92466,0.92242,0.74225,0.82094,0.70367,0.48626,0.40506,0.88471,0.00014457,0.00014457,0.00014457
159,4835.32,0.57841,0.40551,0.92895,0.9501,0.7312,0.82134,0.69773,0.4916,0.39733,0.8803,0.00014358,0.00014358,0.00014358
160,4865.75,0.56764,0.39885,0.92827,0.94505,0.74248,0.82836,0.70355,0.4822,0.39461,0.88242,0.00014259,0.00014259,0.00014259
161,4896.05,0.57314,0.40296,0.93303,0.90502,0.75962,0.82389,0.70017,0.51041,0.40346,0.88387,0.0001416,0.0001416,0.0001416
162,4925.51,0.58227,0.40691,0.92667,0.92254,0.73821,0.82513,0.6983,0.4838,0.40171,0.88458,0.00014061,0.00014061,0.00014061
163,4955.12,0.56277,0.39991,0.91912,0.94306,0.74145,0.82851,0.70511,0.48267,0.39994,0.88231,0.00013962,0.00013962,0.00013962
164,4986.31,0.56981,0.40143,0.92766,0.9373,0.74069,0.82784,0.70647,0.48776,0.395,0.88618,0.00013863,0.00013863,0.00013863
165,5017.37,0.56741,0.3931,0.92195,0.90745,0.76355,0.8316,0.706,0.48223,0.39503,0.8738,0.00013764,0.00013764,0.00013764
166,5046.72,0.55882,0.38784,0.92132,0.92971,0.75325,0.83258,0.70886,0.48834,0.40413,0.87959,0.00013665,0.00013665,0.00013665
167,5076.86,0.57731,0.39743,0.92626,0.93397,0.75763,0.83215,0.70829,0.48155,0.40961,0.87582,0.00013566,0.00013566,0.00013566
168,5106.81,0.56859,0.39209,0.92457,0.92296,0.75378,0.83307,0.71143,0.4697,0.397,0.87301,0.00013467,0.00013467,0.00013467
169,5137.8,0.5718,0.40764,0.93038,0.93524,0.74603,0.82896,0.70535,0.48572,0.39583,0.87822,0.00013368,0.00013368,0.00013368
170,5166.4,0.55429,0.38656,0.91232,0.90885,0.75686,0.83,0.70344,0.49918,0.40684,0.88135,0.00013269,0.00013269,0.00013269
171,5196.71,0.5564,0.38623,0.92025,0.94513,0.72905,0.8269,0.70066,0.50445,0.41951,0.88935,0.0001317,0.0001317,0.0001317
172,5226.05,0.56034,0.39184,0.91954,0.92631,0.75821,0.83122,0.71405,0.47618,0.39538,0.87738,0.00013071,0.00013071,0.00013071
173,5256.27,0.56545,0.3886,0.92137,0.95063,0.74095,0.82822,0.7108,0.48264,0.39587,0.88246,0.00012972,0.00012972,0.00012972
174,5286.01,0.55718,0.38694,0.92141,0.91507,0.7593,0.83139,0.71013,0.49652,0.40012,0.88867,0.00012873,0.00012873,0.00012873
175,5315.07,0.55176,0.3795,0.91677,0.92583,0.76193,0.83415,0.7132,0.48923,0.39912,0.88333,0.00012774,0.00012774,0.00012774
176,5344.39,0.54736,0.38171,0.91236,0.91319,0.75975,0.83191,0.71443,0.48046,0.38959,0.87836,0.00012675,0.00012675,0.00012675
177,5375.97,0.55739,0.38747,0.9296,0.93251,0.75693,0.83048,0.70893,0.47418,0.39276,0.87582,0.00012576,0.00012576,0.00012576
178,5406.31,0.55256,0.38412,0.91385,0.92245,0.75763,0.82612,0.71051,0.47775,0.39221,0.87922,0.00012477,0.00012477,0.00012477
179,5435.78,0.54413,0.38098,0.91516,0.93662,0.75348,0.8293,0.71216,0.47954,0.39257,0.87431,0.00012378,0.00012378,0.00012378
